NC_000010.11	BestRefSeq%2CGnomon	gene	37125598	37309298	.	+	.	gene_id "ANKRD30A"; transcript_id ""; db_xref "GeneID:91074"; db_xref "HGNC:HGNC:17234"; db_xref "MIM:610856"; description "ankyrin repeat domain 30A"; gbkey "Gene"; gene "ANKRD30A"; gene_biotype "protein_coding"; gene_synonym "NY-BR-1"; 
NC_000010.11	Gnomon	exon	37132240	37132346	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "4"; 
NC_000010.11	Gnomon	exon	37133916	37134053	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "5"; 
NC_000010.11	Gnomon	exon	37136607	37136671	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "6"; 
NC_000010.11	Gnomon	exon	37141718	37142290	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "7"; 
NC_000010.11	Gnomon	exon	37144995	37145056	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "8"; 
NC_000010.11	Gnomon	exon	37147370	37147457	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "9"; 
NC_000010.11	Gnomon	exon	37149651	37149679	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "10"; 
NC_000010.11	Gnomon	exon	37149777	37149849	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "11"; 
NC_000010.11	Gnomon	exon	37152060	37152121	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "12"; 
NC_000010.11	Gnomon	exon	37153572	37153662	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "13"; 
NC_000010.11	Gnomon	exon	37158392	37158420	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "14"; 
NC_000010.11	Gnomon	exon	37158514	37158586	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "15"; 
NC_000010.11	Gnomon	exon	37162649	37162677	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "16"; 
NC_000010.11	Gnomon	exon	37162776	37162848	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "17"; 
NC_000010.11	Gnomon	exon	37165094	37165155	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "18"; 
NC_000010.11	Gnomon	exon	37166605	37166695	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "19"; 
NC_000010.11	Gnomon	exon	37168965	37169006	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "20"; 
NC_000010.11	Gnomon	exon	37169530	37169558	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "21"; 
NC_000010.11	Gnomon	exon	37169652	37169724	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "22"; 
NC_000010.11	Gnomon	exon	37173712	37173740	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "23"; 
NC_000010.11	Gnomon	exon	37173839	37173911	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "24"; 
NC_000010.11	Gnomon	exon	37176157	37176218	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "25"; 
NC_000010.11	Gnomon	exon	37177666	37177756	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "26"; 
NC_000010.11	Gnomon	exon	37180757	37180798	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "27"; 
NC_000010.11	Gnomon	exon	37181322	37181350	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "28"; 
NC_000010.11	Gnomon	exon	37181444	37181516	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "29"; 
NC_000010.11	Gnomon	exon	37185513	37185541	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "30"; 
NC_000010.11	Gnomon	exon	37185640	37185712	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "31"; 
NC_000010.11	Gnomon	exon	37187958	37188019	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "32"; 
NC_000010.11	Gnomon	exon	37189467	37189557	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "33"; 
NC_000010.11	Gnomon	exon	37193064	37193092	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "34"; 
NC_000010.11	Gnomon	exon	37193186	37193258	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "35"; 
NC_000010.11	Gnomon	exon	37197281	37197309	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957042.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 32 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X5"; transcript_biotype "transcript"; exon_number "36"; 
